review,rating,sentiment
Sangat Cocok Buat Saya,5,Positive
mau buka rekening baru tapi cs nya ga mau angkat telpon,1,Negative
sdh di update tp tmbh lemot.,1,Negative
layanan cs nya jelek bet masa saya mau nanya kerena kendala mau login my BCA terus harus isi nomor handphone karena harus memilih kode negara dan kode negara Indonesia di pilihan itu gak ada jadi saya gak bisa login. lalu saya call cs bca dan saat saya mau bicara malah di matikan.,1,Negative
aplikasi semenjak di perbarui jadi lemot berat mau transaksi jadi malu jadi lama hape kita berasa kaya ram 1gb lemot aplikasi tidak jelas mempersulit nasabah,1,Negative
ada yang sama tidak scan qris buat transaksi posisinya di scan aja engga berubah ke transaksi setelah upadate kalo udh baik saya edit bintangnya,1,Negative
oke,5,Positive
"APK Di perbarui, perubahan yang terjadi lemot saat buka apk, transaksi lemot gajelas. update terparah di bulan maret, sebelum sebelumnya oke oke aja walaupun di update",1,Negative
kenapa jadi lemot yah setiap mau masuk pasti ada info 'myBCA tidak menanggapi' kenapa yahh?,1,Negative
coba tambahin fitur cek saldo tanpa harus login seperti livinmandiri.,4,Positive
lemot bangett keluar teruss padahal update lohh hmm sebal,1,Negative
"ternyata hampir sama ulasannya, apa yang di alami oleh saya selaku pengguna aplikasi mybca, dialami juga oleh pengguna aplikasi mybca yang lain, karena setelah update aplikasi mybca malah susah untuk masuk ke menu login, dengan notif tutup aplikasi atau tetap menunggu!! tolong segera diperbaiki untuk aplikasi mybca nya untuk kenyamanan nasabah pengguna aplikasi mybca, karena membuat transaksi menjadi terkendala menggunakan aplikasi mybca!!!",1,Negative
"ini kenapaaaa aplikasinya lemot banget sekaranggg? login ulang pake OTP harus pake pulsa bro, gimana mau beli pulsa kalo mbankingnya gabisa login",1,Negative
bug terusss lama banget mau login nya udah login gabisa gerak lama,1,Negative
"min, klo mau video call emang harus nunggu lama ya?? tolong dong perbaiki",3,Neutral
akhir2 ini sedikit lemot,4,Positive
belum ada menu untuk ubah nomor hp via aplikasi ya,3,Neutral
kenapa setelah d perbaharui malah makin lemot ya.. tolong dong biar kayak kemarin kemarin enak di pakai,3,Neutral
setelah update kok malah lemot..mau transaksi JD susah tlong d perbaiki LG sistemnya,1,Negative
apalah aplikasi ini tidak bisa di buka lambat,1,Negative
"kemarin Bagus sekarang lemot, keterangan tutup aplikasi terus... mengganggu transaksi",1,Negative
knapa akhir2 ini stelah pembaruan kok tambah lemot aplikasinya..,3,Neutral
setelah update terbaru kemarin kenapa aplikasi nya tidak bisa digunakan untuk transfer?,4,Positive
semenjak di update malah lemot..,1,Negative
"lemot , bahkan aplikasi nya sudah 2 hari saya tidak bisa buka MYBCA !!!",1,Negative
kenapa habis di update lemot parah yah.. susah mau buka,2,Negative
the best🙏,5,Positive
"aplnya bagus tapi sedihnya tbtb saldoku ke kuras 50k, padahal top up 100k, pas di cek juga ga ada saldo ngendep atau bisa liat total saldo asli, jadi pure cuma ada di rekening 50k aja, gimana ini.",5,Positive
"habis update, force close terus, hp juga tiba2 restart, paraahhh",1,Negative
kenapa ko ga bisa makin kesini makin lemot setiap saya buka kenapa keluar lagi itu kenapa ya,5,Positive
"kenapa saat mau masukan nomor hp dan kode negara, tidak ada kode negara Indonesia?, saya jadi gabisa masuk gara2 kode negara Indonesia nya nggak ada di pilihan",4,Positive
apk mantap,5,Positive
bagus,5,Positive
"saya ingin bertanya kenapa aplikasi mybca setelah saya update jadi tidak bisa dibuka, tulisannya selalu ""mybca tidak ada tanggapan"" sudah saya ulangi terus menerus selalu seperti itu, sudah saya unistall lalu saya install lagi Masi sama seperti itu, hp saya juga sudah saya mulai ulang tapi tetap saja seperti itu, sebenernya kendalanya apa yaa? dan bagaimana cara mengatasinya?",3,Neutral
sangat bagus,5,Positive
trima kasih sudah menyelesaikan kendala saya,5,Positive
"APK NYA PARAH KELUAR-KELUAR TERUS MAU TRANSAKSI DELAY BANGET NUNGGU 3-5 MENIT, MULAI DARI H -7 LEBARAN SAMPAI TGL 24 MARET 2026 TIDAK ADA MAINTENANCE KAH? GAK JELAS BANGET LAMA2 PINDAH KE BANK LAIN.",1,Negative
habis di update. malah app gak bisa dibuka,1,Negative
ok bagat,5,Positive
"tiap mau buka apk ky bug gitu, lamaa buat masuknya. tolong di perbaiki dong, jdi mls pakenya kalo gni. makasii.",4,Positive
lag anj gajelas,1,Negative
"knpa ya apliksi ny g bisa tebuka udh 3 hri, sllu muncul apliksi tidak mendukung pdhl udh di updte jringan jga bagus",1,Negative
jdi lemot semenjak di update gimana ya ini,1,Negative
knp begitu abis di update malah tidak bisa di buka aplikasi ya tlng di bantu admin my bca karena tidak bisa melakukan transaksi,1,Negative
ok,5,Positive
mau daftar sulit cs nya lama respon nya,3,Neutral
makin parah ni. sya setiap buka aplikasi dikeluarin terus. jdi ga bisa buka,2,Negative
"kenapa ya setelah update ke versi terbaru jadi lemot parah,kadang harus restart hp dulu baru mau ke buka aplikasi nya",1,Negative
updt sistem lemot banget ini wooooy,1,Negative
senang sekali,5,Positive
"gila masa aksebilitas fitur hp ga bisa diaktifka, klo dikqtifkn app nya ga bisa dibuka,, bank2 lain ga brmaslh, bca knp bisq brmslh, fitur hp nsbh pun trganggu dibuatnya",1,Negative
susah di bukanya leg,5,Positive
"ini kok apk nya gak bisa di bukak ya, mohon untuk di bantu",5,Positive
sangat membantu,5,Positive
"minta update..giliran di update kok malah lebih lemot..bagus yg versi sebelumnya, bagaimana solusinya kok jadi makin jelek?? Saya tambahkan koment ya...jaringan aman, hp tidak bermasalah, yg bermasalah adalah aplikasinya, alasan sy pindah dr bank lain ke bca adalah aplikasi yg bagus, cepat dan responsif, klo di kritik perbaiki bukan menyalahkan customer,,krn versi sbelumnya baik baik saja, Klo tdk percaya liat brapa komentar yg mengeluhkan hal yg sama, jdi yg perlu diperbaiki adlh programernya",1,Negative
Pelayanan buruk,1,Negative
bisa menabung,5,Positive
habis update semakin lambat aplikasinya,3,Neutral
bagus,5,Positive
kenapa setelah di apdet sekarang kalau mau masuk susah apalagi ada tulisan myBCA tutup aplikasi .. aneh tolong dong perbaiki lagi,5,Positive
bintang satu dulu setelah di update malah gk bisa buka aplikasi sering keluar terus payah nih bca 🫩,1,Negative
"mau di pake force close mulu. sudah versi terbaru, di paksa berhenti + bersihkan cache masih sama. device google pixel 8 android 16",2,Negative
udah hampir seminggu my BCA tidak bisa masuk . lemot dengan alasan sambungan internet buruk. . padahal sinyal bagus . tapi blm ada perubahan sampai sekarang . masih susah masuk.. dengan alasan my BCA tidak menanggapi.. mohon bantuannya...,2,Negative
"segera adakan Update terbaru biar gak lemot. komplain lemot sudah merajalela. jangan pertahankan, apk yang versi 2.15.1 ini aplikasi sampah banget. buka apk trouble, masuk menu login aja terpental. giliran bisa paksa berhenti. aksebilitas sudah Off, Sim data sudah Sim 1 dengan nomer terdaftar. Jgn remehkan nasabah anda pengguna myBCA. sudah jangan banyak alasan. versi ini penuh BUG. SEGERA EVALUASI.",1,Negative
"aplikasi tidak bisa d gunakan mentok di logo kalo nggk keluar sendiri, gmna ini",1,Negative
di update makin lemot,1,Negative
setelah diupdite malah lemot banget,2,Negative
setelah di update kenapa jadi agak lemot ya setelah login.tau2 aplikasi tidak menanggapi nya..apa bakal ad update lagi,3,Neutral
setelah d upgrade kenapa jd sangat² lemot ya setiap mulai dari proses log in sampai transaksi,2,Negative
"setelah update jadi lemot banget, tidak merespon terus, abis di restart gabisa login. tolong segera diperbaiki kak",1,Negative
knp di awal log in tidak di sediakan kode negara Indonesia,1,Negative
setelah di update lemot parah...aplikasi tidak menanggapi anehhh banget,1,Negative
setelah di update aplikasi mybca jadi lemot parah sangat mengganggu sekali. sudah telpon ke halo bca tidak ada solusi...di update performa nya bukan lebih baik malah lemot jadi apa mybca tidak bisa di gunakan transaksi ...sangat mengganggu tolong tim terkait mybca perbaikin deh lemot parah ini pak my bca..,1,Negative
berjalan dengan lancar sampai saat ini,5,Positive
kenapa mybca skrg ngelag banget ya bahkan saya ga bisa buka sehingga gabisa melakukan transaksi itu kenapa y,2,Negative
mantap,5,Positive
"habis update kok ngelagggg bluggg,lemotttt blugggggg",1,Negative
"gblk kl bikin aplikasi mikir dong.. namanya KTP kan bisa pudar, malah menyulitkan pengguna",1,Negative
bagus,5,Positive
Paaaarrrrraaaaahhhh.. setelah d update malah makin lemot nya luar biasa,2,Negative
setelah update jadi sangat lemoddddd loadingnya lama banget...tolong updats lagi biar kaya kmrin kmrin cepet,1,Negative
ok,5,Positive
parah banget setelah update lemot sekali ini aplikasi !!,1,Negative
23/7/2026 ini knp setelah di update malah lemot? koneksi sy stabil banget. kuota sangat2 memadai...tolong min jelaskan knp?,1,Negative
"tiap tahun tibatiba diblokir, padahal finger dah benar dan password benar, bye my BCA",1,Negative
"ini aplikasi nya udh beberapa hari susah d buka keluar keluar sendiri mana penting d pakai kerja jadi susah transaksi..bisnis terhambat.. padahal kemarin saya udh pindah transaksi semua ke BCA dri bank sebelah,,pindah lagi aja gitu ya ke bank y lama..",1,Negative
okee,5,Positive
"setelah di update jadi lemot minta ampun, padahal jaringan bagus. ternyata udah banyak review hal yg sama. tolong dong segera atasi kendalanya",1,Negative
mudah di gunakan,5,Positive
"Update malah untuk login aja susah banget, seperti bugs kadang otomatis keluar",1,Negative
"kok setelah di update jd lemot yaa,lumayan bikin kesel trs jg pembritahuan tidak menanggapi.tolong dong perbaiki",5,Positive
setelah di update aplikasi bukannya tambah bagus tapi malah hancur lemot+berat sekali bikin emosi saja padahal koneksi data internet sangat lancar sekali,2,Negative
setelah update malah jadi lemot pas masuk..,1,Negative
"Bukan makin baik malah makin buruk, top up Flazz susah detect kartu nya. padahal sering update apk terus. Jangan nama nya besar tapi apk bgini aja ga bisa di beresin",1,Negative
Plisss balikin ke versi sbelumnya ini kenapa setelah update jadi malah lemot gini aplikasi nya biasanya juga cepat kalo mau masuk tuh ini mah kayak pakai jaringan 3G gini malah jadi sering FC terus Di update bukannya lebih baik ini mah,3,Neutral
update an terbaru ngelag parah!!!!!!,1,Negative
"setoran tunai tidak masuk ke dalam saldo, dan harus menunggu 4hari kerja. itu sangat lama, melelahkan harus menunggu selama itu.",1,Negative
"my BCA sekarang lemot, sering sekali nge lag, kadang aplikasi keluar sendiri, tolong diperbaiki biar lebih nyaman dan cepat untuk bertransaksi",3,Neutral
"Minta tolong dong min ini apk nya di perbaiki lagi, padahal HP saya baru selesai di restart dan uninstall apk my bca sesuai arahan dari customer service nya tapi kenapa masih lemot aja ya? padahal penyimpanan 128gb yang kepakai cuman 23gb tapi masih lemot, jaringan saya juga memakai WIFI dan Paketan saya selalu nyala, tidak ada kendala jaringan. Tolong di perbaiki lagi sistem nya, saya kesusahan buat transaksi. Terimakasih, mohon maaf jika ada salah kata🙏",1,Negative
"dapet transfer awal pending, giliran mutasi duit udh masuk tapi nominal saldo gak nambah, padahal gada transaksi uang keluar hadeh gmn ini BCA",1,Negative
kok tidak bisa buat aktikan mbangking yak?,5,Positive
"setelah di update malah ga bisa dibuka mybca nya, tiap mau di buka lama terus keluar dengan sendirinya, coba di uninstall terus di install ulang sama ga bisa di buka jg, tolong di kasih info dan solusinya soalnya susah untuk ber transaksi",5,Positive
"setelah update kenapa malah jadi lemot banget, jaringan aman tetep aja lemot banget",1,Negative
"semenjak update yang baru jadi lebih lemot setiap mau login, kadang suka ngestuck ga bisa masuk",2,Negative
d update malah jd lemot,1,Negative
good,5,Positive
"setelah di update lemot banget, kecewa, udah mah minta update trs, eh udah di update lemot banget. tolong di perbaiki!!!",2,Negative
terlalu sering eror dan gabisa dibuka aplikasi nya kadang setelah menerima transfer uang dalam nominal besar mendadak eror dan gabisa buat transfer antar bank mohon untuk segera diperbaiki 🙂,3,Neutral
mantap,5,Positive
"tolong adain mark all as read di bagian ""untukmu"" sub info dan transaksi.",3,Neutral
setelah update Malah g bisa d buka 😂,1,Negative
good,5,Positive
"helpfull tapi dari update terbaru jadi lemot banget, tolong segera diperbaiki karena menghambat waktu transaksi",5,Positive
TIBA TIBA BANGET MAU LOGIN. ADA TULISAN ID TERBLOKIR. NANYA KE CS HALO BCA RESPON NYA JUTEK BANGET,1,Negative
oke banget,4,Positive
"Gajelass, masa tbtb atm terblokir cuma gara² ga update aplikasi. nyesel pake bca",1,Negative
"semenjak update bbrp hari lalu selalu lemot, gapernah gak lemot baru kali ini bgt. Serius dong tolong balikin ke fitur lama aja gak pernah lemot ini lemot bgt sampe mau bayar aja harus nunggu +dari 10mnit",1,Negative
kenapa aplikasi myBCA saya tidak bisa di buka,5,Positive
sangat membantu,5,Positive
versi ini lebih buruk lebih lemot lebih sering kembali sendiri. parah banget,1,Negative
katannya ga ad potong saldo nyatanya saldo bisa berkurang,1,Negative
my BCA ga jelas ribet to,1,Negative
min tolong di perbaiki dong ini semenjak update lemot terus aplikasi nya padhal sebelum update lancar. tolong di evaluasi terimakasih.,4,Positive
"gila ni apk malah GK bisa di buka sama sekali setelah update an, nyesel banget gw update",1,Negative
"tolong dong, ini memperlambat payment, di update malah lemot parahh",3,Neutral
kok makin lemott sekali ni aplikasinya gimana sih mau transaksi masih nunggu lama banget,1,Negative
lemotnya makin parah,3,Neutral
ko suka lemot ya KLO mau buka nyaa,4,Positive
ko makin ke sini makin lelet ya,5,Positive
"kenapa harus update yg terbaru..??? kenapa tidak langsung saja saat download pertama kali,dan saat update terbaru lama sekali gak gerak pisan.. 😕😕😕",5,Positive
kenapa pas saya loggin ada Kendal terus saat melakukan registrasi ulang,5,Positive
top,5,Positive
"Setelah update kok malah jadi lemot banget dan tidak respon aplikasinya. Baru kali ini aplikasi MyBCA payah, bikin kendala saat transaksi. Tolong diperbaiki secepatnya",1,Negative
ini kenapa stlh di update jd lemot dan kluar terus dari aplikasi sendiri..sblmnya lancar..tolong perbaiki atau kembalikan versi sebelumnya,1,Negative
👌👍,5,Positive
aplikasi mental..ga bisa login..tolong solusinya..knapa stelah updet jadi beginiii🫩🫩🫩,1,Negative
ada BUG kalo buka apk leg terus apk terhenti,1,Negative
ini aplikasi mybca tambah parah saja,1,Negative
min kenapa ya kok aplikasi di saya suka ngak menangapi 🥲,4,Positive
"setelah di update aplikasinya bukan tambah bagus, tapi Mallah tambah burut, jadi berat lambat, sering eror kluar sendiri, jadi tolong perhatiannya!",1,Negative
saat pemblokiran lewat telfon sangat dipersulit,1,Negative
"gimana ini , tiba2 gk bisa masuk apl nya gak bisa apl kasih kebuka mental terus",2,Negative
"habis update aplikasi malah delay banget dan sering force close jaringan sudah stabil SIM yang terdaftar sudah di slot 1 tapi tetep lemot aplikasinya sekalinya kebuka bener2 lemot banget sering keluar notif Mybca tidak menanggapi ini sudah seminggu lebih begini , coba team it BCA diperbaiki lagi aplikasinya biar transaksi makin lancar semoga kedepannya lebih baik lagi",1,Negative
di update malah menjengkelkan.,1,Negative
tolong bca setelah update aplikasi lemott aplikasi tidak menanggapi saya udah hapus download lg masih lemot restart hp masih lemot tlp halo bca katanya nunggu 1 minggu,3,Neutral
parah masuk aja susah,1,Negative
Bagus,5,Positive
"ini kenapa baru di-update jadi bug mulu sih, forclose mulu",3,Neutral
setuju,5,Positive
mantul,5,Positive
"aku kira hpku yang bermasalah ternyata after menyelam di ulasan emang aplikasinya yang lagi down ya jadi super lemot banget dan super ga nyaman. mana jawaban cust servisenya pake bot lagi padahal jaringan temen temen lain pada aman begitupun jaringanku,,tolong segera diperbaiki ya sangat menganggu soalnya",2,Negative
saat mau ngisi nomer kenapa kode nomer indonesia gak tertera ya,1,Negative
parah ini mybca lemot nya. jadi lambat transaksi sangat menghambat. gimana ini? ngak kayak iklannya,1,Negative
setelah update malah tidah menanggapi sama sekali gabisa masuk buka fitu apapun lemot.,1,Negative
sudah cukup puas,5,Positive
"Payah nih, sudah punya akun mybca nya pas mau masuk balik terus ke halaman tambah no telepon sampai bosan!",3,Neutral
kok keluar terus dari aplikasinya kenapa bisa gini,1,Negative
setelah update aplikasi nya jadi berat,1,Negative
"makin update makin lemot. lama bgt ujung²nya aplikasi tidak merespon, beda bgt sama yg lain, semakin update semakin cepet",1,Negative
aplikasi tambah lambat dan susah masuk ke aplikasi,1,Negative
kenapa lemot banget ya aplikasinya?,2,Negative
lag parah di hp gua,1,Negative
"aplikasi lemot setelah update, nomor telp yg d gunakan sdah di SIm 1, jaringan internet pake data maupun Wifi lemot semua",1,Negative
updet,5,Positive
"mending gg usah di update bukan nya tambah bagus , mw buka buat transaksi aja loading banget padahal sinyal stabil dan jaringan internet bagus, nyesal update nya kalo tau hasil nya sperti ini..",1,Negative
bukannya update tambah bagus ini malah tambah lemot banget,1,Negative
lemot,5,Positive
CS NYA LAMA BANGET,1,Negative
"lemot banget setelah di update,tolong di perbaiki",1,Negative
"ini kenapa bca,dri tgl 19 sore sampai sekrang ngebug terus,lemot banget,ujung2nya ada keterangan "" mybca tidak menanggapi,tutup aplikasi,tunggu "" padahal jaringan bagus,pake data di rubah pake wifi sama saja,saya pikir punya saya saja,taunya banyak yng kendalanya sama",1,Negative
"apknya lemot akhir"" kenapa yha min???",5,Positive
mudahan selalu bermanfaat,5,Positive
"mau login pas verif wajah gagal mulu,terus di suruh call video dengan cs tetapi pas di klik ops ada kesalahan.hadehh gimana si ini",1,Negative
gbisa dibuka ini knp 😭biasanya lncr,1,Negative
"kenapa Ahir"" ini aplikasi susah bngt di buka setiap mau buka pasti kembali sendiri",2,Negative
akhir2 ini kenapa sering lemot ya tidak seperti biasanya,4,Positive
"Saya Mengajukan Pergantian kartu di aplikasi myBCA, dan saya memilih metode kartu dikirim kealamat. di tanggal 06 maret 2026 saya menerima email pemberitahuan dari BCA yang menyatakan bahwa paket kartu debit sudah berhasil dikirim ke alamat yang terdaftar. tapi sampai saat ini tanggal 22 Maret 2026 saya belum menerima paket kartu debit dari BCA. ini PENIPUAN kah?",1,Negative
secara keseluruhan oke tapi ada sedikit kendala beberapa akhir ini sering aplikasi tidak menanggapi jadi susah buat bertransaksi,4,Positive
"ini kenapa ya, kalau mau login harus ketik manual dulu.padahan udah pernah login sebelumnya.👎👎👎",1,Negative
lelet,1,Negative
"sumpah applikasi gajelas,lagi dibutuhin urgent malah di buka ga bisa bisa malah kadang tbtb pin ke blokir sendiri kocak abis",1,Negative
ok,5,Positive
aplikasi lemot,1,Negative
update baru makin lambat,4,Positive
ok,5,Positive
good,5,Positive
"lemot banget setelah di update, udah itu harus keluar lagi kalau ingin melakukan transaksi dan ulang ulang seperti itu jelek banget update terbaru saat ini ga nyaman banget",1,Negative
"aplikasi sering lag, buat buka qris blackscreen",1,Negative
sangat baik,5,Positive
ini gimana yah kok di update jadi lemot banget,1,Negative
semenjak update jadi lemott parahh,1,Negative
Mau log in suruh masukan nomor hp tapi tidak ada kode negara Indonesia (+62),1,Negative
"setelah update jadi lemot, mau bayar qris didepan kasir minimarket buat buka aplikasi aja lama, sampai petugas kasirnya cemberut :(",1,Negative
setelah up date jadi lelet betul,3,Neutral
"Setelah di update kemaren tanggal 19 apk nya jadi lemot, Tolong segera di perbaiki kembali",3,Neutral
oke,5,Positive
bagus,5,Positive
sangat bagus,5,Positive
Setelah update mau buka aja lemot parah... belum sampai transaksi cek saldo sudah disuruh keluar,1,Negative
mantaap,5,Positive
"5 hari gak bisa verifikasi wajah, terus udah telfon CS 2x, gak ada jalan keluar, cuman dibikinin nomor laporan dan gak ada penanganan, jangan bikin ribet dong bca, ini tuh rekening gaji, biasanya mau ganti device tetep bisa ini malah di bikin repot gagal terus verifikasi wajah nya, wajah saya masih sama gak berubah, sama dengan ktp, buang2 waktu orang aja",1,Negative
cepat tepat,5,Positive
sekarang makin lemot masukin sandi aja susah mau transaksi susah lemot banget yang sekarang padahal sudah update pengen balik ke versi yg lama bingung caranya bagaimana ... tahu begini gak mengikuti update update,1,Negative
tambah berat. loadingnya lama.,3,Neutral
sangat membantu,5,Positive
bagaimana caranya mereset password My BCA ya,3,Neutral
"susah kebuka, aplikasinya ngebug mlu ada tulisan aplikasi tidak mrnanggapi",1,Negative
"sebelum di update myBCA lancar,,,setelah di update malah lemot/ngelek,, sudah banyak yang posting masalah update tapi masih belum juga ada perubahan",1,Negative
baik,5,Positive
sangat membantu,5,Positive
setelah update kok malah jadi berat ya aplikasinya. tolong di perbaiki lagi,3,Neutral
sangat membantu,4,Positive
tambah lemot sering keluar sendiri,1,Negative
"setelah Update, aplikasinya terasa berat di HP dengan RAM 4 GB, jadi suka nge-Lag dan muncul Notif Force Close.. tolong diperbaiki dong",4,Positive
"setelah di update malah lag nih ,",4,Positive
"kenapa mybca saya tidak bisa log in dan selalu mental keluar sendiri, tolong admin dibantu",1,Negative
update malah jadi lemod,3,Neutral
"setelah update malah jd ngebug, jadi lemot + aplikasi tidak menanggapi",1,Negative
"Hallo , kenapa yah aplikasi nya tidak menanggapi terus yah",3,Neutral
nge bug parah kesedot juga,4,Positive
"sering crash lama bgt mau masuk, suka keluar sendiri",1,Negative
ok,5,Positive
kenapa udah 2 hari saya mau loginy bca selalu bca tidak menanggapi terus .. kenapa ini,5,Positive
Aplikasi tidak bisa dibuka,3,Neutral
"halo mimin bca, dulu saya punya dan didaftarkan oleh sales bca yang diluar untuk punya atm bca. nah ini saya mau login lagi, kan waktu itu belum dikasih buku rekening dsb, saya juga nda apal norek & no kartu atm saya. terus ini harus gimana ya? tolong segera dibenahi",1,Negative
"kenapa my BCA ngelet banget di buka nya,lama nunggu nya mau apa2 jadi lama,lemot banget pokok nya, padahal jaringan bagus",2,Negative
"mengecewakan sekali BCA, perkara minta otp aja, bca id saya terblokir padahal sinyal bagus, pulsa banyak, kecewa banget sama aplikasi ini, dibuat dengan tidak niat,",1,Negative
ok,5,Positive
"Update bukannya bagus, makin berat Sering crash tutup sendiri apk nya",1,Negative
kenapa my bca sekarang lemot,1,Negative
"sebulan bisa 2 kali BCA ID terblokir, sangat tidak memuaskan",1,Negative
sedang proses buka rek mbankinh,5,Positive
aplikasi lemot sering keluar sendiri,1,Negative
ribet.. mendingan mbca,1,Negative
"ini kenapa gabisa loginn, udahh kirim otp kenapa otpnya ga masuk masukkk padahall nomor masih aktif dan masukinnya benerr",2,Negative
bagus,5,Positive
bca knpa ya? baru suka d buka suka tiba² tutup aplikasi sendiri..trus suka tiba² mybca tidak merespon trus nutup aplikasi paksa..habis diperbarui kok malah makin begini aplikasinya,2,Negative
bagus,5,Positive
sangat bagus,5,Positive
ini gimana ini habis di update kok tambah lemot aplikasinya padahal jaringan ful paketan juga masih banyak,4,Positive
apk sekarang ga merespon loading lama,1,Negative
"ini kenapa apk mybca sering ngebug gitu, ngebug muncul pop up tutup aplikasi atau tunggu aplikasi, hp saya infinix smart 8, buka mbca normal saja dan rek lain semua normal, hanya mybca ngebug",1,Negative
app mybca sangat kurang memuaskan masuk aplikasi gak bisa sudah hapus data dll tetep gak bisa masuk.. selalu ada notif mybca berhenti.. kita mau Transfer dan cek keuangan jadi susah.. apa ada solusi???,3,Neutral
"punya saya kok tiba"" keluar sendiri ya",5,Positive
update terbaru bikin crash terus !!!!,5,Positive
"setelah update, aplikasi menjadi sangat lelet di samsung galaxy A21, mohon untuk di perbaiki",3,Neutral
"setelah di suruh update, makin lama loading nya, berat lama sekali masuk, dan pasti minculmy bca tidak menanggapi,",5,Positive
di update malah ngelag banget hp buset pake versi ini,1,Negative
membantu,5,Positive
bagus,5,Positive
sangat membantu🙏🏻🙏🏻🙏🏻,5,Positive
ko setiap ngisi saldo ke rekening saldo gua ke potong mulu 50 ribu bukan hanya sekali loh tapi setiap ngisi saldo nya ke potong mulu ada yang bisa jelasin? sengaja kasih bintang 5 biar ke baca,5,Positive
sistem bobrok,1,Negative
bug terus sejak kamis 19 maret 2026 kapan mulai normal kembali ?,1,Negative
knapa kok tbtb my bca tidak ada tanggapan ?,3,Neutral
"Sebenarnya udah oke, terus setelah update beberapa hari ini kok tambah ngelag ya. Minta tolong segera diperbaiki 🙏🏻🙏🏻",2,Negative
apk ga jelas buka apk cuma nongol layar putih,1,Negative
ini gimana kok GK bisa di buka,3,Neutral
"BANK BCA INI ANEH SETTIAP BULAN ADA POT ADMIN DAN TERLIHAT DI MUTASI REKENING , TAPI SETIAP BULAN JUGA ADA POTONGAN TIBA2 50 RB YG TIDAK TERCANTUM DI MUTASI REKENING !!!!",1,Negative
"buset, di-update malah ga bisa masuk masuk",1,Negative
mantap,5,Positive
is the best,5,Positive
says sudah update terbaru aplikasi tapi buka aplikasi lemot minta tolong di bantu,1,Negative
"kenapa mybca gak bisa login tiba"" keluar sendiri ,",4,Positive
"ini bagaimana aplikasnya ga bisa dipakai,setiap masuk,pasti tak bisa. bgaimana nasib uang saya..?",1,Negative
setelah upgrade ko jadi lemot banget padahal sebelumnya lancar,2,Negative
halo saya pengguna bca kenapa uang yang saya transfer ke orang lain nggk masuk trus saldo rekening berkurang trus.. mohon bantuannya ya,3,Neutral
"kok mybca keluar notif tidak ada tanggapan trus, notif keluar aplikasi ato tunggu",5,Positive
gila bener seminggu full ganti hp mau masuk akun sendiri verifikasi wajah susah nya minta ampun.gak mau masuk ini hpnya eror atau aplikasinya aturan verifikasi sudah di ikuti bahkan make jas udah pencahayaan udah pake lampu tembak masih aja . mau ke kantor jauh bnget dari daerahku aduh,2,Negative
lemot,1,Negative
top,5,Positive
"hp gua rusak kan pindah hp nomer hp sama udah isi lengkap,ehh harus ke kantor terdekat ribet amat ya BCA mau login ga bisa bisa ga sempet ke kantor BCA Jauhh kalau dari kampung .seandainya ada fitur whtsapp yang bisa bantu biar past respon ga harus sana sini cape",4,Positive
"mengapa setiap mau masuk ke menu, lalu pada saat mau memasukkan password, ada notifikasi mybca tidak mendukung. padahal sudah pakai wifi",3,Neutral
update malah jadi lemot susah login !!!!,1,Negative
"aplikasi tololl, lelet kali ajgggg",1,Negative
"habis diupdate malah lemot banget astaga.... mau masuk menu aja loadingnya lama banget ,mau ngetik daftar nama transferan munculnya lama bgt hampir salah transfer tadi ,kacau...",1,Negative
"mohon di benahi lagi ya,karna mybca selalu for close dihp jadul sya (Vivo y02)",3,Neutral
"aplikasi error per hari ini, ""aplikasi tidak menanggapi""",3,Neutral
akhir akhir ini App MyBCA berat buat dibuka. semoga team maintenance bisa bikin App MyBCA kembali normal seperti semula.,4,Positive
tidak bisa dibuka,1,Negative
semenjak update apl terasa berat banget mohon di perbaikin terima kasih,5,Positive
"saya gabisa login karena pas mau masuk harus menambahkan no telepon,sedangkan di pilihan kode teleponya tidak ada kode no indonesia. pdahal no yang terdaftar nya msih nempel di sim1",1,Negative
udah update tiap minggu ttp aja ngelek padahal sebelumnya engga,1,Negative
overall bagus cepet,5,Positive
"akhir"" ini aplikasi my bca lemot banget apa sy aja ya",3,Neutral
baru update malah lemot apk nya,5,Positive
"kenapa update mulu dah, belum ada seminggu idah 2x update, penyimpanan hp aku penuhhhh",3,Neutral
"setelah update aplikasi error dan lag,sampai sekarang masih belum normal lagi.👎",1,Negative
abis di update versi terbaru malah keluar2 terus my bca cba di benerin lgi mind ...,2,Negative
"setelah update, aplikasi tambah berat, sering gagal transaksi, tolong benerin lagi bugs aplikasi yg menyebabkan lambatnya transaksi terutama menggunakan Qris🤦, jgn bilang jaringan tidak stabil, saya pake jaringan speed 250mbps, kurang stabil gimana jaringannya?",1,Negative
"Gara-garanya update aplikasi 16 Maret 2026 jadi lelet agak berat, buka aplikasi prosesnya lama, ngga kaya sebelumnya lebih ringan, tolong di perbaiki",3,Neutral
aplikasi busuk. di update malah kluar terus,1,Negative
mulai susah buka apl nya,4,Positive
knp sekarang semenjak d perbarui ko ngeleg,5,Positive
